path	owner	prio	kind	lines	autorun	verdict	issue	fix	disposition	note
bugs/anton/MISC/standardPairs.m2	anton		repro	15	pass-partial	duplicate	#114		drop	still reproduces: same non-disjoint cones the issue shows, 1 in three sets; #4492 is a draft converted in error, closed
bugs/anton/NOTES.M2	anton		note	16	n/a	todo				
bugs/anton/NOTES/mahrud.txt	anton		note	19	n/a	todo				
bugs/anton/NumericalAG/Bertini/RESOLVED/mike-decomposition-problem.m2	anton		repro	61	fail	fixed		#1041	drop	author filed it under RESOLVED/; fix points at that filing, not necessarily the code change
bugs/anton/NumericalAG/Bertini/RESOLVED/missing-solutions.m2	anton		repro	15	fail	fixed		#955	drop	author filed it under RESOLVED/; fix points at that filing, not necessarily the code change
bugs/anton/NumericalAG/Bertini/RESOLVED/refine.m2	anton		repro	17	fail	fixed		#955	drop	author filed it under RESOLVED/; fix points at that filing, not necessarily the code change
bugs/anton/NumericalAG/Bertini/RESOLVED/witness_set_bug.m2	anton		repro	6	pass	fixed		#955	drop	author filed it under RESOLVED/; fix points at that filing, not necessarily the code change
bugs/anton/NumericalAG/RESOLVED/pointArray-SIGSEGV.m2	anton		repro	11	fail	fixed			drop	author filed it under RESOLVED/; fix points at that filing, not necessarily the code change
bugs/anton/NumericalAG/_numericalID_example.m2	anton		repro	46	fail	todo				
bugs/anton/NumericalAG/_numericalIntersection_example.m2	anton		repro	19	fail	todo				
bugs/anton/NumericalAG/mem-leak-1.m2	anton		repro	59	fail	todo				
bugs/anton/NumericalAG/mem-leak-det.m2	anton		repro	50	fail	todo				
bugs/anton/NumericalAG/mem-leak-sparse-system.m2	anton		repro	109	fail	todo				
bugs/anton/NumericalAG/parallelNumericalImplicitization.m2	anton		repro	80	fail	todo				
bugs/anton/NumericalAG/solveSystem-space-quadric.m2	anton		repro	7	pass	todo				
bugs/anton/NumericalAG/track-predictor.m2	anton		repro	16	pass	todo				
bugs/anton/PARALLEL/justin.m2	anton		repro	13	pass	todo				
bugs/anton/PRERELEASE-CHECKS/numerical-packages-checks.m2	anton		repro	46	timeout	todo				
bugs/anton/SLP/SLP-experiments.m2	anton		repro	76	fail	todo				
bugs/anton/SLP/sparseMonodromySolve.m2	anton		repro	60	fail	todo				
bugs/anton/pari-to-flint/isprime-tests.m2	anton		repro	49	pass	todo				
bugs/anton/reallocate-heap-to-GC-heap/ZZ-test.m2	anton		repro	26	pass-partial	todo				
bugs/anton/reallocate-heap-to-GC-heap/res-f4.m2	anton		repro	9	fail	todo				
bugs/anton/roots.m2	anton		repro	85	fail	todo				
bugs/dan/0-M2-compute-process	dan	0	note	8	n/a	open	#4526		issue	dumpdata went in 2019 (d560e8284a) and nothing replaced it: there is no fork server or daemon mode, so every invocation pays full startup, which is the cost the proposal was meant to amortize
bugs/dan/0-Macaulay2-deps	dan	0	note	7	n/a	wontfix			drop	dependencies come from a package manager on most modern systems, and an offline build can pre-populate BUILD/tarfiles, which exists for exactly that -- so a published deps tarball is not worth maintaining
bugs/dan/0-SCSCP-checks	dan	0	note	9	n/a	open	#4527		issue	not automated: startServer(String,String) exists so binding to 127.0.0.1 is available, but SCSCP.m2 has no TEST blocks, no workflow references it, and there is no insecure-check make target
bugs/dan/0-Schubert2-projectiveBundle	dan	0	note	117	n/a	open	#4538		issue	never attempted, and the tree is still on the near side of the diff the file carries: Schubert2/doc.m2:179 has projectiveBundle'(dual B, VariableNames => {,{z}}) and :1525 has map(B,A,{-h, h, h^2, h^3, h^4, h^5}), both its minus lines, and Schubert2.m2 has no elimination logic. Nothing broke because nothing changed. The file is worth filing for the patch it carries rather than the request: eliminating the unneeded variables in a projective bundle's intersection ring moves the generators, and the explicit abstract maps built by map break when it does, so the two doc adjustments are what anyone attempting it will need. No existing issue covers it; #2658 is Schubert2-adjacent but unrelated
bugs/dan/0-SourceCode	dan	0	note	54	n/a	wontfix			drop	settled the other way Dan floated in the same email -- 'perhaps by ensuring the file is present in the install tree' -- rather than by removing the lines: SourceCode => applicationDirectory is still there, moved to ov_system.m2:1828, and help applicationDirectory works because the layout ships the .m2 sources. The hard failure remains for anyone who strips them, code.m2:71 erroring 'couldn't find file' rather than degrading, and the test he wanted first was never added
bugs/dan/0-add-mutex-for-factory	dan	0	note	2	n/a	open	#4494		issue	still true: no C-level lock; ThreadedGB.m2:33 works around factory instead; a specific instance under #175, the umbrella thread-safety issue, alongside #3675, #3895 and #3927
bugs/dan/0-attribute-constructor	dan	0	note	1	n/a	open	#4495		issue	still emitted: c/cprint.c:487 puts __attribute__ ((constructor)) in generated C
bugs/dan/0-backtrace-from-debugger	dan	0	note	1	n/a	open	#4507		issue	backtrace exists but is only a variable toggling whether one is shown after an error; there is still no way to produce one on demand from the debugger
bugs/dan/0-bugs-ataylor.m2	dan	0	repro	22	fail	open				the first ask is done -- prune N and minPres N both equal minimalPresentation N -- but the rest are unverified: synonyms in emacs highlighting and the doc index, and res landing on the resolution node
bugs/dan/0-bugs-caviglia.m2	dan	0	repro	26	fail	fixed			drop	topComponents on a module works now: topComponents(R^1/I) returns a real cokernel matching topComponents I, not the cokernel of the identity
bugs/dan/0-bugs-decker.m2	dan	0	repro	13	fail	open				both asks stand: MinimalPrimes.m2:58 still carries '-- absolute case?', and no radical algorithm names Krick/Logar or Kemper
bugs/dan/0-bugs-eisenbud.m2	dan	0	repro	12	fail	open				at least two of its four asks stand: Tor errors with 'not implemented yet for noncommutative rings', and Linear is not among quotient's strategies
bugs/dan/0-bugs-iswanson.m2	dan	0	repro	128	fail	open				parked with the other wishlist files; individual asks unverified. Eight items separated by rules, each a transcript: ZZ/15 rejected as composite, two kernel computations over fraction fields failing as 'not implemented yet', RevLex behaving like GRevLex, a^(2^16) coming out 1 under LexSmall with proposed limits of 2^15-1 and 2^7-1, leadTerm(ZZ,RingElement) wanted, an unclear coefficient in gb output, and GroupRevLex not installed
bugs/dan/0-bugs-kummini.m2	dan	0	repro	171	fail	open				parked with the other wishlist files; individual asks unverified. Seven dated items headed ###### 1 through 7, one of which the reporter retracts -- 'AFTERTHOUGHT: I now think that the bug report is false, but I am leaving it here since Mike did say that there is some problem with DegreeLimit'. The others cover listUserSymbols and clearAll both failing with 'expected a list, hash table, or sequence', a [minors, First] reference generated into the documentation, and the Undocumented key
bugs/dan/0-bugs-lgold.m2	dan	0	repro	68	fail	open				parked with the other wishlist files; individual asks unverified. Eight items separated by rules, the first retracted in the file itself -- 'Never mind the earlier bug ... I figured out what was going on'. The rest are documentation-shaped: the poincare page, hilbertFunction and hilbertSeries on a CoherentSheaf with their doc pages commented out, examples wanted for reduceHilbert and PoincareN, saturation in hilbertSeries of a ProjectiveVariety, syntax colouring of dashes in a resolution, and making the emacs instructions prominent
bugs/dan/0-bugs-popescu.m2	dan	0	repro	46	fail	open				parked with the other wishlist files; individual asks unverified. Six numbered items, of which 6 is already marked FIXED in the file: a faceRing for SimplicialComplex returning the Stanley-Reisner ring, codim of an AffineVariety, why (codim,PolynomialRing) exists, a sheafExt computation returning zero, and genus of an ideal to match genera
bugs/dan/0-bugs-stillman.m2	dan	0	repro	307	fail	open				parked with the other wishlist files, and the least tractable of them; individual asks unverified. Not a bug list so much as Mike's working scratchpad: design musings on forceGB, bare TODO words under headings such as 'the following all need some efficiency work -- quotients, saturation, elimination', several items already annotated -- FIXED in place, and replies from Dan in the margin ('what's the problem? [drg]', 'leave those above for Mike (?) [drg]'). Counting its asks is itself a judgement, and much of it is actionable only by its author
bugs/dan/0-cancelTask	dan	0	note	33	n/a	fixed			drop	cancelTask now takes effect: the task reads <<task, canceled>> within a second, not stuck at 'cancellation requested'
bugs/dan/0-check-for-integer-usage	dan	0	note	24	n/a	open	#4517		issue	never adopted: fsanitize appears nowhere in the tree and no CI workflow builds with a sanitizer
bugs/dan/0-chi-doc	dan	0	note	1	n/a	fixed		1b4bbe4494	drop	chi is documented in Macaulay2Doc/shared.m2
bugs/dan/0-debugging-loadPackage	dan	0	note	34	n/a	open	#4533		issue	documented behavior and actual behavior disagree: code.m2:263 says 'break -- leave the debugger, returning to top level', but break leaves the debugger and resumes the file past the failing expression. Four lines reproduce it -- load a file whose function calls error, then break, and the rest of the file runs. Dan's case is the visible symptom: loading Macaulay2Doc twice, break carries on into the next error in the same file and re-enters the debugger, leaving the prompt at ii for the session. Distinct from #1928: continue re-runs the failing expression and loops, break skips it and continues, so the two commands differ and neither matches its description
bugs/dan/0-decompose.m2	dan	0	repro	114	fail	fixed			drop	both the claim and the suspected mechanism are gone. decompose I on the 2-variable jacobian ideal returns 7 components and every one contains I, so the assertion at the end of the file passes; and the division identity j == h*(j//h) + (j%h) now holds with the saturate cache intact, where the file had to clear the cached GroebnerBasisOptions to make it work. Its autorun=fail is pure API drift, as the README warns -- running the assertion directly is what settles it. Those two assertions would make a good regression test in tests/normal if anyone wants one later; nothing has been added
bugs/dan/0-degrees-of-maps	dan	0	note	49	n/a	duplicate	#607 #1060		drop	duplicate, and it spans two open issues nobody has connected: #607 is || and | , #1060 is ++, and #736 is | again. Still reproduces -- map(Q^1,Q^1,{{t_1}},Degree=>{1}) has degree {1} and is homogeneous, f*f correctly gets {2}, but f||f, f|f and f++f all come back degree {0} and inhomogeneous. The file's own transcript no longer exercises it, since degree(vars Q * id_(Q^2)) is {0} now rather than {1}
bugs/dan/0-dependent-packages	dan	0	note	11	n/a	fixed	#4528	0d2d059660	drop	closed as fixed in #4528: FILE_PREREQS (0d2d059660, 2020) did it more automatically than the file proposed, accumulating command -v paths for the external programs configure finds, and drove runtime dependencies for the .deb and .rpm builds; that use has since been scrapped for hardcoded dependencies per build system, leaving distributions/freebsd/Makefile.in:60 the only reader. The second ask, dropping hard-coded paths from packages, was met separately by findProgram (#1389)
bugs/dan/0-dictionaryPath	dan	0	note	2	n/a	open	#4496		issue	still reproduces: OutputDictionary is on dictionaryPath while a package loads; related to #1427, which proposes the same trim-and-restore fix
bugs/dan/0-disabling-threads	dan	0	note	4	n/a	fixed			drop	answered at runtime instead: M2 --no-threads skips initializeThreadSupervisor entirely (bin/main.cpp:101), and GC_NPROCS controls gc's thread count -- both stronger than the configure-time --disable-pthreads the file asks for, since neither needs a rebuild
bugs/dan/0-doc-Keywords	dan	0	note	21	n/a	open	#4509		issue	the four examples are aliases from other systems, so the need is discovery by synonym; about "Normalform" returns nothing even with Body=>true, and about "solve" returns 220 hits swamped by resolve/resolution. newPackage's Keywords is per package and holds subject categories for browsing, not search aliases. #3689 is the diacritic special case of the same want -- about "Groebner" should find the node titled "Gröbner bases" -- which accent folding alone would fix, while author-declared aliases would subsume it
bugs/dan/0-doc-ideal-syntax	dan	0	note	1	n/a	fixed			drop	both forms documented: (ideal,Sequence) and (symbol /,Ring,Sequence)
bugs/dan/0-doc-option-names-in-packages	dan	0	note	3	n/a	open	#4508		issue	verified: a package-defined option name must be exported or installPackage fails with "mutable unexported unset symbol(s) in package X: 'MyOpt'"; exporting it installs cleanly. Undocumented in Macaulay2Doc and in the wiki style guide. Note the file misplaces the error: it comes from package closing, not documentation processing, and fires with no doc node present
bugs/dan/0-doc-subquotient-module-maps	dan	0	note	11	n/a	fixed			drop	(map,Module,Module,Matrix) now documents the correspondence: M and N must have the same number of generators as target p and source p
bugs/dan/0-doc-writing-code	dan	0	note	3	n/a	fixed			drop	documented in the Package Writing Style Guide wiki, under 'Order of arguments': "The argument upon which the function mainly acts should go last." https://github.com/Macaulay2/M2/wiki/Package-Writing-Style-Guide -- the wiki is not in git, so there is no commit to cite
bugs/dan/0-document-Weyl-homogenizer	dan	0	note	16	n/a	fixed		#2600	drop	the homogenizing variable is documented under monoid, with a worked example; dc6f993616 added that paragraph
bugs/dan/0-document-local-scopes	dan	0	note	30	n/a	fixed		fb2b4c6e3f	drop	both halves written down within a week of the request: fb2b4c6e3f added the Caveat on the for node -- 'new local variables defined inside the body of the loop will not be visible outside it' -- and value String documents that a string is parsed in its own scope, with an example showing a global a unaffected
bugs/dan/0-document-packages	dan	0	note	8	n/a	open				two of four done: XML documents itself and [newPackage,Reload] is documented at package-doc.m2:274. --debug n exists but is undocumented, as are M2's command line options generally, and warningMessage is still unexported
bugs/dan/0-engine-tower-rings	dan	0	note	7	n/a	open	#4497		issue	raw hooks exist (rawTowerRing, e/rings/tower.cpp) but no top-level engineTowerRing
bugs/dan/0-errorDepth	dan	0	note	6	n/a	open	#4498		issue	unchanged: (loadDepth,errorDepth) is still (3,0) at startup
bugs/dan/0-final-check-interactive-input-behaviour	dan	0	note	119	n/a	fixed	#813 #820	bcdebcded5	drop	all four sections check out, tested under a pty with expect rather than piped stdin. Its named problem -- readline not discarding partial lines after SIGINT -- is #813, closed: ///asdf, "asdf, 1 + and -* each followed by CTRL-C all return to a usable prompt and evaluate the next expression. Blank lines inside multi-line input are tolerated, which is #820, closed, and #820 says it became possible once #813 landed. Multiple statements per line match the file's transcript and parsing recovers. The {* *} cases are moot since block comments are -* *-. Piped stdin does NOT recover after a syntax error, which looked like a defect until the same input under a pty recovered fine
bugs/dan/0-gb-strategies	dan	0	note	10	n/a	open	#4518		issue	not done: gb.m2 keeps a fixed RawStrategyCodes table and errors on an unknown strategy, and BooleanGB exports gbBoolean as a separate entry point rather than registering one
bugs/dan/0-gc-ucontext	dan	0	note	13	n/a	obsolete			drop	Snow Leopard is long dead and the bundled gc is 7.4.0, not the 7.1 this patches
bugs/dan/0-gcc-bug-under-debian64	dan	0	note	31	n/a	obsolete			drop	cddplus is no longer built -- only cddlib remains, and configure.ac mentions cddplus solely in a historical comment; g++ 4.3 is from 2008
bugs/dan/0-generateAssertions	dan	0	note	13	n/a	duplicate	#3413		drop	semicolon variant of #3413; still emits assert( (4;) === 4 ), which fails when run
bugs/dan/0-gentoo-required-programs	dan	0	note	9	n/a	fixed			drop	configure takes --with-unbuilt-programs and M2 locates them at runtime via findProgram/programPaths
bugs/dan/0-getBlock-alignment	dan	0	note	8	n/a	obsolete			drop	d/factory_allocator.c is gone from the tree; the copied allocator it describes no longer exists
bugs/dan/0-getWWW	dan	0	note	5	n/a	fixed		c9185f564c	drop	splitWWW unchunks the body when the response is chunked; added in 1.9.1
bugs/dan/0-getting-one-element-of-a-mutable-hashtable	dan	0	note	4	n/a	duplicate	#4231		drop	still reproduces; #4231 asks the same question and its author could not find this discussion
bugs/dan/0-help-bug	dan	0	note	44	n/a	fixed		#3272	drop	the command list no longer carries the leading asterisks that made it look pasteable; 75bb7260c6 replaced the UL with M2CODE
bugs/dan/0-help-usage-multiple-lines	dan	0	note	10	n/a	fixed			drop	the synopsis now renders Usage on its own indented lines
bugs/dan/0-highlighting	dan	0	note	1	n/a	fixed			drop	package names are in M2-symbols.el, in both the completion table and the highlighting regexp; #3330 is the adjacent open problem of highlighting symbols exported by packages
bugs/dan/0-html-references	dan	0	note	40	n/a	fixed		1cccd53054	drop	settled by the 1.12 layout rework: AbsoluteLinks was removed for logic that produces relative links only between files installed under the same prefix, the layout was simplified, and each prefixPath entry now carries a layout detected at runtime -- which is the currentLayout versus installationLayout question the file opens with. Installing with SeparateExec => false yields no ../common references and no file:// links
bugs/dan/0-indexed-variables	dan	0	note	46	n/a	open	#4510		issue	still reproduces, one call earlier than reported: after a second ring reuses x_0..x_3, class\(R_0..R_3) gives IndexedVariable and stays that way; #2771 covers the warnings in the same area, not this
bugs/dan/0-installPackage	dan	0	note	2	n/a	fixed		#1454	drop	installPackage.m2:704 now refuses outright: "the package is already installed and loaded from ..." when the source directory is the install prefix's packages directory; the looser complaint in #1032, sources taken from some other installed prefix, is untouched and still open
bugs/dan/0-installing-methods-functions-on-function-closures	dan	0	note	22	n/a	open	#4511		issue	first List := x->x is still accepted silently; note the file's own warning that erroring here would interfere with typicalvalues.m2; #1979 proposes typed function closures from the other direction, wanting the capability rather than an error
bugs/dan/0-interrupts	dan	0	note	2	n/a	open				the interpreter is still generated C from the d language, not C++; left unqueued because the file poses a research question rather than a request
bugs/dan/0-inverse-matrix	dan	0	note	25	n/a	open	#4506		issue	still reproduces: inverse matrix {{1,2}} returns matrix {{1},{0}} rather than erroring on a non-square matrix; related to #3738, which is a different path
bugs/dan/0-isSurjective-RingMap	dan	0	note	1	n/a	open	#4499		issue	no method is installed for (isSurjective,RingMap)
bugs/dan/0-isWellDefined	dan	0	note	17	n/a	fixed		233422068a	drop	the patch in the file was applied: newring.m2 now calls flattenRing(R,Result=>3)
bugs/dan/0-joint-package-documentation	dan	0	note	13	n/a	fixed		#1454	drop	all of it landed via #1459: newPackage takes Keywords, defaulting to {"Uncategorized"} -- the Section option with an Other bucket that Mike described -- and it drives 'packages provided with Macaulay2', a page grouped by subject with refereed packages starred; every distributed package also has its own installed doc tree
bugs/dan/0-k-basis	dan	0	note	63	n/a	fixed			drop	the work landed: rawBasis over a tower returns exactly what the file annotates as wanted -- 'y2 yz z2' and 'y2b yzb z2a z2b' -- and basis_2 S agrees
bugs/dan/0-ker-RingMap	dan	0	note	26	n/a	fixed			drop	both cases now return the unit ideal: ker map(R/1_R,R) is ideal 1, as is ker map(T/ideal 1_T,S)
bugs/dan/0-library-dependencies	dan	0	note	17	n/a	obsolete			drop	libraries/final/bin no longer exists, and the file already records this as done for deb
bugs/dan/0-library-source-URLs	dan	0	note	23	n/a	wontfix			drop	not worth automating: each library still has one hardcoded URL (Makefile.library.in:265, and the same shape in cmake/build-libraries.cmake, where M2_SOURCE_URL is shorthand for the mirror rather than a fallback), and #2963 is the failure that causes -- cohomCalg unreachable, five retries against the same dead host, build dead. But the fix would have to be written twice, once per build system, and the standing practice of mirroring a tarball to macaulay2.com and changing one line has handled it about nine times. The mirror-only configure option is release tooling CI has displaced, and the math.uiuc.edu ask is obsolete. #313, sha hashes on every download, was the neighbouring request and is done
bugs/dan/0-loading-documentation	dan	0	note	30	n/a	fixed		de6a0e20e8	drop	the failure cannot recur: it was Macaulay2Doc aborting because NormalToricVarieties used PackageImports and PackageExports before they were exported, and both are now in exports.m2:318-319. html ofClass {ScriptedFunctor} returns its span with no package-loading cascade
bugs/dan/0-makefile-d	dan	0	note	1	n/a	open	#4512		issue	still hand-maintained: d/Makefile.files.in lists the e/*.hpp dependencies literally and carries the comment 'should automate these dependencies'
bugs/dan/0-methods-with-options	dan	0	note	32	n/a	open	#4513		issue	still reproduces: g (ZZ,ZZ) := List => (opts)->(m,n)->... is accepted but installs nothing, leaving methods g empty; #2864 is a different confusion in the same area
bugs/dan/0-monoid-design-problem	dan	0	note	44	n/a	duplicate	#2905		drop	the design statement of #2905's defect: monoids.m2:684 takes Join from the first argument alone, as it takes DegreeRank and DegreeMap. So the associativity the file says was arranged does not hold -- tensor(M,N) with N carrying Join=>false gives Join=null and degreeLength 2, while tensor(N,M) gives false and 1. The file also names why it is hard: a DegreeMap on N is a map out of M's degree monoid, and M is not known when N is made
bugs/dan/0-monomialIdeal	dan	0	note	4	n/a	open	#4500		issue	unchanged: monomialIdeal {} still errors 'expected a polynomial ring without quotient elements'
bugs/dan/0-more-run-length-encoding	dan	0	note	14	n/a	fixed			drop	describe now prints QQ[t_1..t_10, ...] instead of listing every variable
bugs/dan/0-mutable-lists	dan	0	note	8	n/a	duplicate	#659		drop	duplicate of #659, open since 2015: mutable lists grow one element at a time, which is why filling one by index is O(n squared). Still reproduces -- n=1000 takes .0013 s and n=10000 takes .3664 s, about 280 times the work for ten times the elements. Filed as #4501 before #659 was found, since searching 'mutablelist' as one word does not match a title reading 'growth of mutable lists'; #4501 closed as a duplicate and the timings went to #659 as a comment. #1608 is a larger redesign of the same type and stays separate
bugs/dan/0-needsPackage	dan	0	note	111	n/a	open	#4537		issue	89 percent done and the remainder is a finite, checkable list: 233 of 300 distributed packages use PackageImports or PackageExports, and 34 still call needsPackage before beginDocumentation. Every other hit is inside a TEST block, where needsPackage is right -- Benchmark.m2 is the pattern, at line 13 in Dan's 2012 grep and now only at line 266 inside a TEST. Converting the 34 is not mechanical: PackageImports loads without importing symbols, so a package that wants the symbols has to use PackageExports or keep needsPackage, which is the gap #4502 describes
bugs/dan/0-needsPackage-unadorned	dan	0	note	6	n/a	open	#4502		issue	needsPackage still has no Using option; its options are LoadDocumentation, Configuration, FileName, Reload, DebuggingMode
bugs/dan/0-negative-dimension	dan	0	note	20	n/a	fixed			drop	dim I' is 1 and both asserts pass; worth promoting to tests/normal
bugs/dan/0-newPackage	dan	0	note	17	n/a	open	#4505		issue	reproduces exactly: (options Foo).Configuration is an OptionTable via loadPackage but a List via load
bugs/dan/0-non-blocking-hashtables	dan	0	note	5	n/a	obsolete			drop	cites Google Video and Google Code, both shut down; nbds and high-scale-lib are abandoned
bugs/dan/0-on	dan	0	note	35	n/a	open	#4534		issue	still unmet, and the obvious workaround does not cover the useful case: f = on f only works for functions you defined, since basis = on basis is an error on a protected global, so Core method functions -- the ones worth tracing -- are out of reach. Dan's route works, installMethod(basis, ZZ, Module, on(lookup m, Name => ...)) traces real calls including ones made from library code. Three gaps stand: on labels by argument rather than by method, so foo(2,3) prints 'Sequence' and an inherited call prints the argument's class rather than the method that ran; there is no way to trace in place without rebinding; and for a MethodFunctionWithOptions the trace shows the OptionTable and FunctionClosure layer instead of the real arguments, which is the 'digging in one level deeper' the file asks for. His draft's own gap remains -- toString and toExternalString are in neither class, wider now that MethodFunctionSingle exists
bugs/dan/0-options-PolynomialRing	dan	0	note	36	n/a	fixed			drop	the inconsistency Mike reported is gone: heft B is {1,1} for B = A[c,d], matching the degree length, so B^{1} erroring is now correct rather than surprising
bugs/dan/0-overview-doc	dan	0	note	3	n/a	fixed		#3264	drop	Macaulay2/m2/overview.m2 was removed as unused
bugs/dan/0-package-doc	dan	0	note	2	n/a	wontfix	#4514		drop	closed as wontfix in #4514: a link to the table of contents is already there, and the export list is considered useful
bugs/dan/0-package-garbage-collection	dan	0	note	67	n/a	open	#4536		issue	the Attributes half reproduces and is measurable: 30 newPackage(...,Reload=>true) cycles take Attributes from 2682 entries to 2806, about 4 leaked per reload, never reclaimed. That is also the mechanism that would eventually make 0-slowness's complaint true again, since getAttributes scans the whole table. Not covered by #488 or #2562, which are engine and sequence allocation
bugs/dan/0-parallel-assignment	dan	0	note	37	n/a	fixed			drop	(b) = 1:x now leaves b equal to x, instead of the one-element sequence
bugs/dan/0-parallel-documentation	dan	0	note	1	n/a	fixed			drop	the package and documentation install runs under make -j; CI does exactly that in test_build.yml, 'make -j$(nproc)'
bugs/dan/0-polymake	dan	0	note	16	n/a	duplicate	#457		drop	#457 asks for exactly this -- polymake as a distribution prerequisite, with the same 'no way to build it' caveat
bugs/dan/0-ports	dan	0	note	30	n/a	obsolete			drop	a 2009 release-engineering checklist whose every entry is long EOL: Mac OS 10.4 and 10.5 including PowerPC, cygwin 1.5, ubuntu 8.10, debian 4.0, Fedora 10, Scientific Linux 5.2, freebsd 7.1. PowerPC appears nowhere in configure.ac or CI; the distributions built now are deb, rpm, dmg, freebsd and tar
bugs/dan/0-possible-memory-leak	dan	0	note	25	n/a	fixed			drop	no longer leaks: the dimension 6 loop that died with 'out of memory trying to allocate 16 bytes' now runs to completion, and VmPeak afterwards is 2285744 kB against 2277168 kB for bare startup, so the twenty-one varieties add about 8 MB of peak address space between them
bugs/dan/0-precision-and-equality	dan	0	note	9	n/a	open	#4503		issue	reproduces exactly: 1p10 == 1.0000000000000001 is true but 1p10 == 1.000000000000001 is false
bugs/dan/0-pruningMap	dan	0	note	17	n/a	fixed		d25d385134	drop	the report was right and the doc was corrected: it now says the isomorphism goes from N to M
bugs/dan/0-pushForward	dan	0	note	16	n/a	fixed		#2113	drop	pushForward over an inhomogeneous map returns a subquotient; the error string was removed when pushforward moved to its own file
bugs/dan/0-quotient-for-non-free-modules	dan	0	note	6	n/a	open	#4515		issue	the inconsistency stands: Matrix % Matrix still requires free modules while quotientRemainder accepts the same non-free source
bugs/dan/0-radical-crash	dan	0	note	11	n/a	fixed			drop	radical J returns instead of a SIGSEGV; worth promoting to tests/normal
